Payment_type,Credit_type,Invoice_amount,Customer_visit,Customer_Saisfaction
COD,Contract,63891,10,9
COD,Contract,93518,10,9
Cash,Contract,83891,6,6
COD,Offerings,91277,3,8
COD,Contract,93415,3,6
Cash,Contract,66388,3,9
COD,NPL,148010,3,7
Cash,NPL,90929,8,7
COD,NPL,176288,5,9
COD,Offerings,123490,9,6
GPay,Contract,89236,3,8
COD,Contract,149428,9,8
COD,Contract,160743,7,7
GPay,Contract,84197,8,9
GPay,NPL,92194,3,7
GPay,Offerings,147930,10,9
Cash,NPL,149309,4,6
COD,Contract,65408,5,8
Cash,NPL,136164,3,7
GPay,Offerings,112180,9,9
COD,NPL,91945,10,7
GPay,NPL,119173,10,8
COD,Contract,62127,8,9
GPay,Contract,182207,7,8
Cash,Contract,101523,10,7
Cash,NPL,137032,8,7
GPay,NPL,123368,4,8
GPay,Offerings,132151,5,8
GPay,Contract,76038,5,6
Cash,Offerings,127897,7,9
GPay,NPL,91115,8,7
GPay,NPL,110204,8,6
COD,NPL,103858,6,9
GPay,Offerings,148001,6,9
GPay,Contract,67228,8,8
COD,NPL,129740,8,8
GPay,Offerings,62909,7,8
COD,Contract,144929,5,6
Cash,NPL,89802,5,8
GPay,NPL,138333,5,7
Cash,NPL,118480,6,9
GPay,Offerings,53137,6,6
COD,NPL,197173,6,9
GPay,Offerings,180648,3,6
GPay,NPL,84268,10,6
COD,Offerings,98136,5,9
GPay,NPL,174652,6,6
Cash,Contract,52771,4,8
Cash,Contract,165460,4,6
Cash,NPL,171976,10,9
Cash,Offerings,161952,5,8
GPay,Contract,62340,4,9
Cash,NPL,76189,3,9
COD,NPL,126450,6,8
Cash,Offerings,170867,10,7
Cash,Contract,176044,8,9
Cash,Offerings,165029,8,6
GPay,Offerings,186443,9,8
GPay,NPL,184096,3,9
COD,NPL,133400,10,6
Cash,Contract,119763,5,6
GPay,Offerings,73417,8,8
Cash,Offerings,112459,8,8
GPay,Offerings,192136,10,6
GPay,Contract,111635,10,6
GPay,Offerings,107155,7,7
Cash,Offerings,148040,10,7
GPay,NPL,70169,8,9
Cash,Offerings,196303,6,9
Cash,Offerings,160158,5,6
Cash,Contract,184755,10,6
GPay,Offerings,90780,8,8
Cash,Contract,93291,4,8
GPay,NPL,65471,6,7
COD,Offerings,51371,5,7
Cash,Contract,168617,7,8
Cash,NPL,133035,6,8
GPay,NPL,69491,4,9
COD,Contract,147486,8,8
Cash,Offerings,122947,3,8
GPay,NPL,172901,8,8
GPay,Contract,141360,6,9
Cash,NPL,82241,9,9
Cash,NPL,89991,9,7
GPay,Contract,87086,3,7
Cash,Contract,176136,4,8
Cash,NPL,173899,8,9
COD,Offerings,87039,5,7
GPay,NPL,82253,7,9
Cash,Contract,55513,8,9
Cash,Contract,75876,3,6
GPay,Offerings,125078,7,6
COD,NPL,173435,3,8
COD,Contract,80446,6,7
GPay,Offerings,182310,3,7
GPay,Contract,95211,5,8
COD,Contract,110357,10,7
GPay,Offerings,154418,10,6
Cash,NPL,116536,9,6
GPay,Offerings,160090,4,6
Cash,Offerings,164857,10,9
COD,Offerings,115187,5,6
Cash,NPL,198256,9,6
COD,NPL,104811,10,8
COD,Contract,153725,10,9
Cash,Offerings,173772,7,8
GPay,Contract,128076,4,9
Cash,NPL,101984,5,6
COD,Contract,93898,5,9
Cash,NPL,169826,9,9
Cash,Offerings,199601,7,8
GPay,Contract,128264,9,9
Cash,NPL,103891,8,6
Cash,Contract,114351,6,8
COD,Contract,184479,4,7
Cash,NPL,173570,10,9
GPay,Offerings,62196,7,9
GPay,Contract,184126,9,7
Cash,Contract,100348,6,7
GPay,Contract,69241,5,6
GPay,Contract,153063,3,8
Cash,Offerings,67000,3,7
Cash,Offerings,194389,4,8
GPay,Contract,94544,5,6
COD,NPL,89537,5,6
COD,Contract,181196,10,9
GPay,NPL,102469,3,7
COD,Offerings,197358,5,7
COD,Contract,110137,6,9
GPay,NPL,93759,5,7
COD,Offerings,108905,8,7
GPay,Contract,114067,10,9
Cash,Offerings,167958,8,8
GPay,NPL,61610,9,7
GPay,NPL,177404,9,8
Cash,Offerings,180041,7,9
Cash,NPL,129513,4,6
COD,Offerings,78741,9,7
Cash,Contract,151628,10,7
COD,NPL,186129,5,9
Cash,Offerings,65812,4,6
GPay,Contract,160447,3,8
COD,Contract,160884,6,9
Cash,NPL,197035,4,9
Cash,Offerings,163466,4,8
GPay,NPL,87250,8,7
GPay,Offerings,149299,4,9
COD,Contract,113139,8,8
Cash,NPL,56615,5,8
Cash,Contract,192119,6,8
COD,Offerings,99118,10,8
GPay,Contract,137268,9,9
GPay,Contract,123744,9,6
COD,Contract,158359,7,9
COD,Contract,109116,3,8
Cash,Contract,112384,7,7
COD,Contract,173133,8,7
GPay,Offerings,163076,3,7
COD,NPL,92217,3,6
COD,Offerings,64400,5,7
Cash,NPL,100169,8,8
GPay,NPL,54800,4,7
COD,Contract,94741,8,7
GPay,Contract,62114,5,6
COD,Offerings,97624,5,8
GPay,Contract,139123,4,7
Cash,NPL,188686,10,6
GPay,Offerings,144598,3,6
Cash,NPL,122904,5,8
COD,Offerings,115476,7,7
COD,NPL,124645,9,7
COD,NPL,118139,6,6
COD,Contract,149049,6,9
Cash,Offerings,194363,4,6
COD,Offerings,194296,6,8
GPay,Offerings,198004,4,7
GPay,NPL,199047,7,6
GPay,Contract,179059,7,6
COD,Offerings,104031,8,9
GPay,NPL,50131,3,7
Cash,NPL,83496,8,8
Cash,Offerings,165243,6,6
COD,Offerings,166014,10,8
Cash,NPL,185947,10,8
Cash,NPL,57211,7,6
COD,NPL,85925,4,6
Cash,NPL,70051,9,6
GPay,NPL,197487,5,6
COD,Offerings,55429,4,9
Cash,NPL,103184,6,9
COD,Offerings,88452,5,9
GPay,NPL,117700,6,9
Cash,NPL,199106,10,7
COD,Offerings,162389,9,6
Cash,Contract,156056,6,7
Cash,Offerings,172302,8,8
Cash,Offerings,134105,9,7
GPay,NPL,125482,4,8
GPay,NPL,68820,7,7
Cash,Offerings,68520,9,9
Cash,NPL,94620,3,9
COD,Contract,113908,5,8
GPay,Offerings,152294,10,6
GPay,Offerings,193708,5,8
COD,Offerings,165643,10,7
COD,Offerings,119483,3,7
COD,NPL,181424,7,7
GPay,Offerings,64739,3,8
GPay,NPL,103886,6,7
GPay,Contract,79791,5,8
GPay,NPL,156239,6,7
Cash,NPL,142466,7,6
COD,NPL,135005,8,6
Cash,NPL,84538,7,7
Cash,NPL,98934,10,6
Cash,Contract,186349,6,8
GPay,NPL,54951,6,6
COD,Contract,142530,3,9
Cash,Offerings,136195,5,8
GPay,Contract,171884,4,6
COD,Offerings,75501,4,7
Cash,Offerings,75687,3,7
COD,Offerings,180954,7,8
COD,NPL,162564,5,8
COD,Offerings,75350,3,8
GPay,Offerings,66374,9,6
COD,Contract,151224,3,8
COD,NPL,156909,4,6
COD,NPL,75027,7,6
Cash,NPL,199028,7,6
COD,NPL,177756,3,9
COD,NPL,141693,7,9
COD,NPL,114666,4,7
Cash,NPL,132854,5,6
GPay,Contract,73049,6,6
COD,Offerings,83233,10,9
COD,Offerings,117822,7,8
Cash,Offerings,69298,3,6
GPay,NPL,53255,5,8
COD,NPL,85520,7,6
COD,Contract,75061,3,7
Cash,Offerings,149920,8,7
GPay,NPL,118010,7,6
COD,Offerings,60423,7,9
COD,Offerings,190544,5,6
GPay,Offerings,121203,4,8
COD,Contract,183324,3,8
Cash,Offerings,152613,7,8
Cash,Contract,99372,3,9
Cash,Offerings,140853,10,9
COD,Offerings,134041,8,8
Cash,Contract,168731,10,9
GPay,Offerings,73784,8,6
COD,Contract,55449,3,7
COD,NPL,113839,7,9
Cash,Contract,166876,4,7
GPay,NPL,62045,4,8
Cash,Offerings,102067,9,6
GPay,Contract,116874,7,9
Cash,Offerings,170217,10,7
Cash,NPL,78382,7,6
COD,Offerings,183381,5,9
COD,Offerings,61688,6,9
GPay,Offerings,196320,6,7
Cash,NPL,68196,9,6
Cash,NPL,126777,6,8
Cash,Contract,63360,8,8
GPay,NPL,189931,6,7
Cash,Offerings,104557,8,8
Cash,Offerings,142521,7,7
Cash,Offerings,69432,8,9
GPay,Offerings,117349,9,6
Cash,NPL,131709,10,6
GPay,Offerings,135194,7,6
COD,Offerings,138597,8,8
COD,NPL,158893,9,9
GPay,Contract,82397,5,9
GPay,NPL,65716,10,7
Cash,NPL,168624,5,6
Cash,Contract,175032,6,7
GPay,Contract,190248,8,6
COD,NPL,80408,8,8
COD,Contract,196177,4,8
Cash,NPL,110502,10,7
COD,Contract,117453,3,9
GPay,Contract,185246,4,9
Cash,Contract,111480,8,9
Cash,Offerings,70948,5,6
COD,NPL,190809,3,9
Cash,NPL,113842,9,7
GPay,Offerings,54196,6,9
COD,NPL,85962,5,8
COD,NPL,166065,6,8
Cash,Offerings,70869,3,6
COD,Contract,194629,3,6
GPay,NPL,180141,4,6
GPay,Offerings,162878,7,8
Cash,NPL,71918,7,7
GPay,NPL,180166,5,8
COD,Offerings,108377,3,6
COD,NPL,77720,4,9
GPay,Offerings,174569,7,7
COD,Offerings,166579,6,7
Cash,Contract,104406,7,6
Cash,Offerings,169157,10,7
COD,Offerings,192580,3,8
GPay,NPL,73530,8,8
Cash,NPL,85592,7,6
GPay,Offerings,62219,6,8
COD,NPL,115486,6,6
GPay,Contract,77601,5,8
COD,Offerings,122427,9,9
GPay,Contract,176051,4,8
COD,NPL,141688,10,7
GPay,Offerings,127623,4,9
COD,NPL,70883,9,9
GPay,NPL,108244,4,9
Cash,Offerings,109026,7,6
GPay,Contract,53048,5,7
GPay,NPL,115652,4,8
GPay,NPL,129250,6,9
GPay,Contract,126098,6,6
GPay,Offerings,99413,8,7
Cash,NPL,187190,7,7
Cash,NPL,163631,3,7
Cash,Offerings,117096,4,6
Cash,NPL,161795,4,7
Cash,NPL,113886,10,6
Cash,Offerings,114821,9,6
GPay,NPL,180241,3,8
COD,Contract,83372,3,8
GPay,NPL,87301,5,6
COD,Contract,133896,3,7
Cash,Offerings,82926,5,8
GPay,Offerings,176856,7,7
GPay,Offerings,145438,6,6
Cash,NPL,174981,7,8
Cash,Offerings,73806,3,7
COD,Offerings,78963,10,6
GPay,NPL,132780,4,7
COD,Offerings,52232,8,9
Cash,Contract,101306,9,9
Cash,Offerings,183151,4,7
COD,Offerings,184315,7,6
Cash,Contract,85621,3,7
COD,Offerings,100663,8,8
Cash,Contract,138081,10,7
COD,Contract,133181,4,8
COD,Offerings,106572,4,7
Cash,NPL,86337,10,8
GPay,Offerings,76143,7,7
GPay,Offerings,97708,7,9
COD,Contract,90238,9,7
GPay,NPL,193102,7,7
COD,Contract,94929,10,9
Cash,Offerings,125226,3,7
COD,Contract,184556,6,7
GPay,Offerings,181971,9,6
COD,Offerings,190659,3,8
COD,Offerings,133601,6,9
Cash,NPL,127667,8,7
Cash,Contract,95092,8,9
COD,Contract,115231,7,6
GPay,NPL,104961,10,9
Cash,Offerings,120277,6,9
GPay,Offerings,120891,10,8
Cash,Contract,131876,10,6
Cash,Contract,153203,6,6
COD,NPL,188319,7,7
GPay,NPL,191009,5,9
Cash,Offerings,65105,4,9
Cash,Offerings,129521,9,6
COD,NPL,123650,8,6
GPay,NPL,80705,6,6
GPay,Contract,63053,9,7
GPay,Offerings,185239,10,9
GPay,Contract,158214,4,8
Cash,Offerings,120748,4,8
Cash,Contract,193772,5,9
COD,Offerings,167772,4,9
COD,NPL,155284,5,6
GPay,Contract,155335,8,6
Cash,Contract,58322,3,6
COD,Contract,99032,10,9
GPay,Contract,161943,10,7
Cash,Contract,74663,7,8
Cash,Contract,143903,4,7
Cash,Offerings,173706,5,9
GPay,NPL,64690,8,8
GPay,NPL,184212,9,8
COD,Contract,136158,10,9
COD,Contract,55334,5,9
Cash,NPL,170675,8,9
Cash,Contract,171975,8,6
COD,Offerings,140598,6,9
Cash,NPL,117229,9,9
Cash,Contract,91931,8,7
COD,Offerings,157214,3,6
Cash,NPL,151309,9,6
GPay,Contract,152831,10,8
COD,Offerings,154664,8,8
COD,Contract,54136,3,8
COD,NPL,176813,10,6
GPay,Offerings,92536,5,7
GPay,NPL,63428,6,8
Cash,Offerings,87385,8,9
Cash,Contract,118847,3,8
COD,NPL,50444,9,6
Cash,Offerings,161742,9,9
COD,Offerings,82165,5,7
Cash,Offerings,155511,8,7
Cash,Offerings,88413,6,6
GPay,Contract,118587,3,6
COD,Contract,81400,6,8
Cash,Offerings,70914,8,8
GPay,Contract,87991,10,6
Cash,Offerings,102469,10,7
COD,NPL,79309,5,8
COD,Offerings,76196,9,6
COD,Offerings,169378,6,9
Cash,NPL,118304,9,6
COD,Contract,125754,4,8
GPay,Offerings,144675,10,9
Cash,Contract,89025,10,9
GPay,NPL,55476,3,7
Cash,Contract,146772,5,6
COD,Offerings,87856,5,8
GPay,Offerings,77111,8,7
COD,NPL,170163,6,9
GPay,Contract,126953,10,7
COD,NPL,185242,3,8
Cash,Contract,192352,7,6
GPay,NPL,115259,7,9
GPay,Contract,83731,4,9
GPay,NPL,117212,3,7
COD,Contract,168119,3,9
GPay,Offerings,50906,4,6
GPay,Contract,92346,3,9
COD,NPL,64660,7,8
GPay,NPL,103657,3,8
Cash,NPL,147853,9,6
Cash,NPL,134770,5,8
COD,NPL,108869,9,8
Cash,NPL,192476,10,9
GPay,NPL,136533,9,9
GPay,NPL,172985,4,9
COD,Offerings,182951,10,9
Cash,NPL,75430,5,6
COD,Contract,95318,3,7
COD,Offerings,67901,5,9
GPay,NPL,150424,8,6
Cash,Offerings,127494,7,6
COD,Offerings,197091,6,6
Cash,Offerings,197272,4,7
Cash,Contract,196572,6,9
COD,Offerings,60674,6,9
GPay,Offerings,89056,4,7
COD,NPL,197896,7,7
GPay,NPL,76198,9,6
COD,NPL,95953,4,7
COD,NPL,157005,7,6
GPay,Offerings,145640,7,9
COD,Offerings,156921,3,9
COD,NPL,101667,8,7
COD,NPL,63291,10,8
Cash,NPL,90078,3,6
COD,Contract,56849,8,8
GPay,Offerings,135913,4,8
Cash,NPL,67734,6,8
GPay,NPL,198903,4,8
Cash,Offerings,83935,9,8
Cash,Contract,153474,5,7
GPay,Contract,176893,3,7
GPay,Contract,126068,8,6
COD,Contract,96889,4,8
COD,NPL,188782,6,6
COD,NPL,110976,4,7
Cash,Contract,188385,4,9
COD,NPL,175871,4,8
GPay,NPL,162475,10,8
COD,Offerings,62809,9,6
Cash,Offerings,151514,5,6
COD,Offerings,104444,9,9
COD,Offerings,80049,8,6
COD,Offerings,113376,9,6
GPay,NPL,186534,10,6
GPay,NPL,182060,9,9
GPay,NPL,128813,10,6
COD,Offerings,83524,5,8
COD,Contract,59656,9,7
COD,NPL,199718,10,8
Cash,Contract,54391,7,7
COD,NPL,70254,9,7
Cash,Contract,81522,10,6
Cash,Contract,139407,4,8
COD,Offerings,185267,10,8
Cash,Offerings,103250,5,9
GPay,Contract,110507,5,8
GPay,NPL,69130,8,7
GPay,Offerings,120457,6,7
GPay,NPL,132912,7,9
COD,Contract,117497,3,6
COD,Contract,130395,8,8
COD,NPL,90562,10,8
COD,NPL,121385,9,7
GPay,NPL,111357,9,6
GPay,NPL,179503,3,7
GPay,Contract,123236,3,7
GPay,Contract,146359,4,9
COD,Contract,82664,6,7
COD,Offerings,164230,10,8
COD,NPL,179492,10,8
GPay,NPL,108254,4,7
Cash,Offerings,115191,5,9
GPay,NPL,195275,10,8
COD,NPL,192640,6,7
GPay,Contract,116714,6,8
Cash,Offerings,73577,4,6
Cash,Contract,108815,6,9
Cash,NPL,150038,9,9
Cash,NPL,144820,4,6
Cash,NPL,53431,4,7
COD,Contract,100865,9,6
COD,Contract,59385,6,8
Cash,Contract,149942,6,7
COD,NPL,179636,5,7
GPay,Offerings,86114,10,7
GPay,NPL,135264,7,6
COD,Offerings,104105,5,8
COD,NPL,107552,4,7
GPay,Offerings,72865,4,8
GPay,Offerings,175000,6,7
GPay,Contract,135089,4,8
Cash,Offerings,131164,9,7
COD,Offerings,178493,5,7
GPay,Offerings,160900,10,8
COD,Offerings,187025,6,6
GPay,Contract,65636,9,6
GPay,Contract,142893,4,8
GPay,Contract,110902,7,8
GPay,Contract,86728,4,7
Cash,Offerings,151420,3,8
COD,Contract,175174,4,9
COD,Contract,134205,4,8
COD,Contract,190452,4,6
GPay,Offerings,155406,9,6
GPay,Contract,144301,5,9
COD,Offerings,126970,3,9
Cash,NPL,143009,8,8
GPay,Contract,197943,4,7
Cash,Offerings,190742,8,8
Cash,Offerings,101877,5,7
COD,Offerings,67501,10,8
Cash,Offerings,102573,9,7
GPay,Contract,182137,7,9
COD,Offerings,62804,8,7
GPay,Offerings,55402,7,7
COD,NPL,186703,5,9
COD,Offerings,168732,10,7
Cash,Contract,191667,8,9
GPay,Offerings,149242,10,9
GPay,Offerings,100924,5,7
COD,NPL,132618,9,9
COD,Contract,63981,4,7
Cash,Contract,135160,8,7
COD,Contract,156238,3,7
GPay,Offerings,111286,6,9
COD,Offerings,59396,10,8
Cash,Contract,114322,6,9
GPay,NPL,89863,6,8
COD,Contract,71842,5,6
GPay,Contract,160723,5,6
Cash,Offerings,198243,5,9
COD,Contract,66983,7,8
COD,Offerings,147843,8,9
GPay,Contract,66330,4,8
Cash,NPL,145235,7,7
Cash,Contract,91052,8,6
Cash,NPL,144339,6,8
Cash,Offerings,69120,3,7
Cash,Contract,53590,4,8
Cash,NPL,100359,10,8
COD,Offerings,106560,3,7
COD,NPL,61643,10,9
Cash,NPL,114729,9,8
Cash,NPL,85964,3,7
GPay,NPL,107359,4,7
GPay,Offerings,128688,6,8
COD,Offerings,105246,3,8
COD,Contract,133069,3,6
COD,Offerings,156459,6,9
GPay,NPL,155504,10,8
COD,NPL,105963,6,7
COD,NPL,176043,10,8
GPay,NPL,81691,10,8
Cash,Contract,67043,10,7
Cash,Offerings,52021,4,9
GPay,Contract,167678,9,8
Cash,NPL,180119,4,7
Cash,Offerings,71256,5,8
COD,Offerings,170129,5,7
Cash,Contract,120385,5,7
GPay,Offerings,137023,4,7
Cash,NPL,158083,8,9
Cash,Offerings,121548,8,6
GPay,Contract,189848,8,6
COD,Offerings,183559,3,8
Cash,NPL,58990,4,8
Cash,Contract,163189,6,8
COD,NPL,144625,9,7
Cash,NPL,168054,8,9
Cash,Offerings,99378,3,7
COD,Contract,191619,8,6
COD,NPL,62381,7,9
COD,NPL,155517,9,6
COD,Offerings,94497,8,6
COD,NPL,52451,9,7
GPay,Offerings,94393,6,7
COD,NPL,191024,8,8
COD,Contract,109548,8,6
COD,Offerings,158829,10,9
COD,Contract,164293,5,9
COD,Contract,109764,5,9
Cash,Offerings,80368,9,8
Cash,Offerings,172434,7,7
COD,Contract,173553,9,6
COD,Contract,188069,8,7
GPay,NPL,188699,9,7
GPay,Offerings,197940,5,9
COD,Offerings,99972,4,7
GPay,NPL,128214,8,7
GPay,NPL,94814,10,6
Cash,Contract,180718,8,8
COD,Contract,51403,4,7
COD,Contract,148095,10,9
Cash,Offerings,194676,3,7
GPay,Contract,180156,9,7
GPay,Offerings,88515,7,6
COD,Offerings,189511,10,9
Cash,NPL,198752,6,8
COD,NPL,86538,4,9
Cash,Contract,195255,9,9
Cash,Offerings,128021,3,7
GPay,NPL,71045,3,8
COD,NPL,153926,4,8
COD,Offerings,63157,8,7
GPay,NPL,150966,6,6
Cash,Contract,68558,4,7
Cash,Contract,156597,3,9
Cash,Offerings,166806,8,8
Cash,Offerings,144870,9,7
Cash,Contract,136727,4,9
GPay,Offerings,97431,5,7
COD,NPL,145838,3,8
COD,NPL,156710,5,8
GPay,Contract,78666,7,9
Cash,NPL,179656,10,9
COD,NPL,155990,8,7
GPay,NPL,70613,3,9
COD,Offerings,58186,3,7
Cash,Offerings,163108,6,6
Cash,NPL,174036,4,9
COD,NPL,92895,8,9
COD,Contract,123072,9,7
COD,NPL,170010,10,9
GPay,NPL,81439,4,8
Cash,Contract,107030,3,9
Cash,Offerings,86867,9,8
GPay,Offerings,62568,3,8
COD,Contract,136179,4,8
Cash,Offerings,160290,7,6
Cash,NPL,156978,10,7
COD,NPL,109023,5,7
COD,NPL,178377,3,8
COD,Offerings,57190,3,6
GPay,Contract,83749,9,6
COD,NPL,104916,5,9
COD,Contract,111776,7,6
GPay,NPL,170715,7,8
COD,Contract,113379,9,7
Cash,Offerings,166907,4,8
COD,NPL,76333,8,7
GPay,NPL,142818,9,9
COD,Offerings,54039,5,7
Cash,Offerings,152167,4,6
GPay,NPL,154897,4,8
COD,NPL,66661,3,7
Cash,NPL,84064,8,8
COD,Offerings,68932,5,8
GPay,NPL,134765,8,8
Cash,Contract,111209,7,8
COD,Contract,89844,5,9
COD,Contract,172395,9,6
GPay,NPL,171952,3,8
COD,NPL,178364,4,8
Cash,NPL,193595,9,9
Cash,NPL,54112,10,6
COD,NPL,84895,8,8
Cash,Offerings,62475,3,6
Cash,Contract,92872,7,7
Cash,NPL,83681,3,6
Cash,Contract,189038,5,6
COD,Offerings,74974,6,6
Cash,Contract,141777,7,6
Cash,NPL,167785,3,6
COD,Contract,81817,10,9
Cash,NPL,51106,3,9
COD,NPL,141787,3,9
GPay,NPL,117598,10,9
GPay,Offerings,127953,5,6
COD,Offerings,150292,8,7
COD,Contract,102447,7,7
Cash,NPL,144174,5,8
Cash,Contract,102928,6,8
Cash,Offerings,149594,4,6
COD,NPL,134283,8,6
Cash,Offerings,75363,9,8
GPay,Offerings,117428,7,8
COD,NPL,171546,3,8
Cash,Contract,109460,10,9
Cash,Offerings,91140,7,7
GPay,Contract,120944,10,8
GPay,NPL,159158,8,8
GPay,Contract,72644,8,8
Cash,Offerings,187555,10,6
GPay,NPL,73909,10,6
COD,NPL,118353,8,8
GPay,NPL,124123,7,9
GPay,NPL,107090,7,8
Cash,NPL,180984,6,8
GPay,Offerings,61266,3,6
Cash,Contract,169424,3,6
Cash,Offerings,104922,5,9
Cash,NPL,170582,4,8
Cash,Contract,87067,3,6
COD,NPL,76619,10,7
GPay,Contract,100571,10,7
GPay,Offerings,180254,10,9
Cash,Contract,79637,8,8
COD,Contract,176502,4,6
Cash,NPL,157159,9,7
COD,Offerings,50059,4,6
Cash,NPL,60371,7,6
GPay,Offerings,101356,8,9
GPay,NPL,154196,8,6
Cash,NPL,134170,10,9
Cash,Offerings,93949,10,6
COD,NPL,112206,4,9
Cash,Offerings,100656,5,7
COD,Offerings,132794,4,8
Cash,NPL,135721,8,9
COD,Contract,109272,4,6
Cash,Contract,95400,8,8
GPay,Offerings,164127,4,9
GPay,Contract,177484,8,9
GPay,Offerings,197724,6,7
Cash,Offerings,191157,7,9
Cash,Offerings,122681,5,7
COD,Contract,154651,6,6
Cash,NPL,94139,7,9
Cash,Contract,58386,8,7
GPay,Contract,94751,10,6
Cash,NPL,167758,3,9
COD,Contract,173908,3,8
COD,Contract,104979,9,6
Cash,Contract,189949,6,7
Cash,Contract,123016,9,6
Cash,Contract,180851,6,9
Cash,NPL,81614,9,7
GPay,Offerings,96556,4,9
GPay,Offerings,117915,3,6
COD,NPL,92984,4,8
COD,NPL,141192,9,6
Cash,Offerings,179936,6,6
COD,Contract,128710,7,9
GPay,Offerings,100821,4,9
GPay,Contract,121428,10,9
Cash,Offerings,181369,7,7
COD,Contract,151304,3,7
COD,Contract,62430,3,7
GPay,NPL,198901,7,7
COD,NPL,195357,4,6
Cash,NPL,198350,8,7
GPay,Contract,74879,7,6
Cash,Offerings,116055,7,6
Cash,Offerings,130550,9,8
GPay,NPL,147652,10,6
GPay,NPL,193037,9,7
Cash,NPL,198456,8,7
Cash,NPL,101870,9,6
COD,Offerings,64405,9,7
COD,Contract,199242,7,7
COD,Contract,159576,4,6
COD,Contract,158364,8,6
GPay,Contract,51144,3,6
GPay,Offerings,167072,9,6
COD,NPL,95497,5,6
COD,NPL,104588,4,8
COD,Contract,142366,6,9
COD,Offerings,188915,10,9
Cash,NPL,199139,7,9
GPay,Contract,51052,4,9
COD,NPL,100602,8,9
GPay,NPL,170990,6,6
Cash,NPL,161739,7,8
COD,NPL,96450,9,6
Cash,Contract,150355,10,8
Cash,Contract,159327,6,9
GPay,Offerings,198902,9,9
GPay,NPL,66886,10,8
Cash,Offerings,199530,9,6
COD,NPL,155168,7,7
GPay,Contract,175225,6,9
Cash,Offerings,89497,3,6
COD,Offerings,144719,7,8
GPay,NPL,101604,8,6
GPay,Contract,59023,6,8
GPay,Contract,167068,6,7
GPay,Contract,194444,4,6
Cash,Offerings,85752,3,7
GPay,NPL,148204,9,9
Cash,Offerings,63265,6,8
GPay,Contract,177342,9,9
GPay,Offerings,157172,3,9
Cash,NPL,121805,5,8
Cash,NPL,136976,10,7
GPay,Contract,157865,7,8
GPay,Offerings,180350,10,8
COD,Contract,139534,7,7
Cash,Contract,159728,9,9
COD,NPL,171537,7,7
Cash,Contract,92064,8,8
GPay,NPL,147356,10,9
GPay,Offerings,178882,4,9
COD,Contract,186811,4,7
COD,Contract,112504,10,9
COD,Contract,191574,5,6
GPay,NPL,152072,7,6
GPay,Contract,199503,6,6
GPay,Contract,195067,8,9
GPay,NPL,173077,3,6
COD,Contract,183653,4,8
COD,Contract,90819,8,9
Cash,Offerings,192429,5,8
GPay,NPL,126786,8,8
GPay,Offerings,53078,10,9
COD,Offerings,77984,4,8
Cash,Contract,140136,6,8
GPay,Contract,93560,7,9
Cash,Contract,68227,5,7
Cash,Offerings,70974,8,7
GPay,Contract,73259,3,7
COD,Contract,87732,4,9
Cash,Offerings,75804,10,9
COD,Offerings,131460,9,9
COD,Contract,187861,10,7
COD,Offerings,134734,10,9
COD,Contract,102436,4,6
Cash,Contract,111334,5,9
COD,NPL,160411,6,8
GPay,Contract,117087,8,8
GPay,Offerings,71403,5,7
Cash,Offerings,163192,6,7
Cash,Offerings,81395,3,7
Cash,Offerings,78765,5,9
GPay,Contract,138168,6,6
GPay,NPL,113559,4,7
COD,NPL,174134,8,7
COD,Contract,175605,9,6
GPay,Offerings,101774,7,9
Cash,Contract,69374,10,9
GPay,Contract,134968,9,8
Cash,Offerings,82731,9,9
GPay,Offerings,121328,3,6
Cash,NPL,105561,7,8
COD,Contract,97129,5,6
GPay,Offerings,99488,8,9
GPay,Contract,122677,6,8
COD,Contract,98019,3,7
Cash,Contract,97463,6,8
Cash,NPL,99905,5,7
Cash,Offerings,109889,6,8
GPay,Contract,111327,9,9
COD,Offerings,70602,5,7
GPay,NPL,56483,6,6
Cash,Offerings,168826,9,6
COD,Contract,84607,6,7
COD,Offerings,198630,7,9
Cash,NPL,164971,9,7
Cash,Offerings,196624,4,9
Cash,Offerings,66699,7,6
COD,NPL,50873,7,6
COD,NPL,71454,5,9
GPay,NPL,66543,5,8
GPay,Contract,82602,3,8
COD,Offerings,131995,5,6
GPay,NPL,142536,9,6
COD,Contract,104011,5,9
GPay,NPL,99875,8,7
GPay,Offerings,170859,3,7
Cash,Offerings,77936,10,9
COD,NPL,134371,5,8
COD,Offerings,115408,5,8
COD,Contract,93412,9,7
GPay,Offerings,186673,8,6
GPay,NPL,70143,4,8
GPay,Offerings,157433,8,7
Cash,NPL,182759,6,9
Cash,Contract,173723,7,8
COD,NPL,94191,9,8
COD,Offerings,139215,10,9
GPay,Contract,79798,10,7
Cash,Offerings,174287,10,7
Cash,Contract,134552,7,8
COD,Offerings,139499,7,7
GPay,NPL,98204,9,9
GPay,Contract,192979,6,9
COD,Offerings,186146,10,9
COD,Offerings,143441,9,9
GPay,Offerings,98067,4,9
Cash,Contract,135596,10,7
GPay,NPL,172122,10,7
GPay,Contract,164345,3,9
GPay,NPL,108296,5,8
GPay,NPL,159772,9,9
Cash,NPL,164777,7,6
GPay,Offerings,127243,5,6
GPay,NPL,92496,7,6
COD,NPL,182894,9,9
GPay,Offerings,163852,4,8
Cash,Contract,65875,7,9
