Class_of_Outlet,Type_of_Outlet,Outlet_ID
SH,HA,CD04032
SH,HA,CD04033
M,DE,CD04034
H,HA,CD04035
SH,DE,CD04036
VL,RE,CD04037
L,RE,CD04038
M,DE,CD04039
SH,HA,CD04040
H,RE,CD04041
M,RE,CD04042
SH,DE,CD04043
M,RE,CD04044
M,HA,CD04045
VL,DE,CD04046
M,HA,CD04047
L,RE,CD04048
VL,RE,CD04049
H,RE,CD04050
L,RE,CD04051
H,RE,CD04052
M,RE,CD04053
H,RE,CD04054
VL,RE,CD04055
SH,RE,CD04056
SH,DE,CD04057
L,DE,CD04058
M,HA,CD04059
H,HA,CD04060
H,DE,CD04061
SH,DE,CD04062
H,DE,CD04063
M,DE,CD04064
L,DE,CD04065
H,DE,CD04066
L,HA,CD04067
H,DE,CD04068
M,HA,CD04069
VL,RE,CD04070
SH,RE,CD04071
SH,HA,CD04072
SH,DE,CD04073
VL,RE,CD04074
VL,DE,CD04075
H,HA,CD04076
H,DE,CD04077
H,HA,CD04078
L,DE,CD04079
M,RE,CD04080
SH,HA,CD04081
SH,RE,CD04082
VL,DE,CD04083
M,HA,CD04084
H,RE,CD04085
M,HA,CD04086
L,RE,CD04087
H,RE,CD04088
VL,RE,CD04089
H,HA,CD04090
L,DE,CD04091
SH,HA,CD04092
VL,RE,CD04093
H,RE,CD04094
L,RE,CD04095
M,HA,CD04096
H,HA,CD04097
L,DE,CD04098
M,HA,CD04099
H,DE,CD04100
SH,HA,CD04101
H,HA,CD04102
SH,RE,CD04103
L,HA,CD04104
H,RE,CD04105
M,HA,CD04106
L,DE,CD04107
VL,RE,CD04108
L,DE,CD04109
VL,DE,CD04110
VL,HA,CD04111
H,DE,CD04112
M,DE,CD04113
L,RE,CD04114
SH,DE,CD04115
M,HA,CD04116
H,DE,CD04117
VL,HA,CD04118
M,RE,CD04119
H,HA,CD04120
SH,DE,CD04121
M,DE,CD04122
H,DE,CD04123
L,HA,CD04124
L,HA,CD04125
SH,DE,CD04126
VL,HA,CD04127
SH,DE,CD04128
SH,RE,CD04129
SH,HA,CD04130
SH,DE,CD04131
L,DE,CD04132
H,DE,CD04133
VL,HA,CD04134
M,DE,CD04135
M,HA,CD04136
M,RE,CD04137
VL,HA,CD04138
SH,DE,CD04139
VL,HA,CD04140
VL,RE,CD04141
H,HA,CD04142
M,DE,CD04143
M,RE,CD04144
H,RE,CD04145
M,DE,CD04146
SH,HA,CD04147
SH,HA,CD04148
M,RE,CD04149
H,RE,CD04150
L,RE,CD04151
H,HA,CD04152
M,RE,CD04153
SH,HA,CD04154
H,HA,CD04155
H,HA,CD04156
H,DE,CD04157
L,HA,CD04158
L,RE,CD04159
L,HA,CD04160
M,HA,CD04161
SH,HA,CD04162
M,DE,CD04163
VL,DE,CD04164
H,DE,CD04165
VL,HA,CD04166
H,HA,CD04167
L,HA,CD04168
H,DE,CD04169
L,DE,CD04170
L,DE,CD04171
L,HA,CD04172
VL,RE,CD04173
L,RE,CD04174
L,DE,CD04175
VL,DE,CD04176
SH,HA,CD04177
H,RE,CD04178
VL,RE,CD04179
M,RE,CD04180
L,DE,CD04181
M,HA,CD04182
M,HA,CD04183
L,DE,CD04184
SH,DE,CD04185
SH,DE,CD04186
SH,HA,CD04187
H,HA,CD04188
L,HA,CD04189
SH,HA,CD04190
SH,RE,CD04191
SH,HA,CD04192
SH,HA,CD04193
M,RE,CD04194
SH,RE,CD04195
VL,HA,CD04196
L,HA,CD04197
H,RE,CD04198
L,HA,CD04199
M,DE,CD04200
L,RE,CD04201
L,HA,CD04202
SH,DE,CD04203
VL,DE,CD04204
M,DE,CD04205
L,DE,CD04206
L,RE,CD04207
L,RE,CD04208
L,DE,CD04209
L,RE,CD04210
VL,DE,CD04211
H,DE,CD04212
M,HA,CD04213
VL,HA,CD04214
VL,RE,CD04215
SH,DE,CD04216
VL,HA,CD04217
M,DE,CD04218
SH,HA,CD04219
SH,HA,CD04220
L,DE,CD04221
VL,HA,CD04222
M,HA,CD04223
SH,HA,CD04224
SH,DE,CD04225
VL,RE,CD04226
M,RE,CD04227
SH,RE,CD04228
L,DE,CD04229
M,DE,CD04230
VL,DE,CD04231
VL,DE,CD04232
M,RE,CD04233
VL,DE,CD04234
M,DE,CD04235
H,RE,CD04236
SH,HA,CD04237
M,RE,CD04238
L,RE,CD04239
SH,RE,CD04240
H,DE,CD04241
M,DE,CD04242
M,RE,CD04243
M,RE,CD04244
SH,HA,CD04245
M,HA,CD04246
H,RE,CD04247
H,HA,CD04248
L,DE,CD04249
L,RE,CD04250
SH,HA,CD04251
VL,HA,CD04252
M,DE,CD04253
M,RE,CD04254
VL,DE,CD04255
SH,DE,CD04256
L,RE,CD04257
H,RE,CD04258
VL,RE,CD04259
VL,HA,CD04260
L,DE,CD04261
M,HA,CD04262
SH,HA,CD04263
M,DE,CD04264
VL,HA,CD04265
L,RE,CD04266
VL,HA,CD04267
VL,HA,CD04268
VL,HA,CD04269
SH,HA,CD04270
VL,DE,CD04271
L,HA,CD04272
SH,HA,CD04273
H,HA,CD04274
H,RE,CD04275
L,HA,CD04276
VL,HA,CD04277
L,HA,CD04278
H,HA,CD04279
M,HA,CD04280
VL,HA,CD04281
VL,HA,CD04282
SH,RE,CD04283
SH,DE,CD04284
SH,RE,CD04285
SH,DE,CD04286
VL,DE,CD04287
L,HA,CD04288
M,DE,CD04289
L,RE,CD04290
VL,HA,CD04291
VL,DE,CD04292
SH,DE,CD04293
M,DE,CD04294
M,HA,CD04295
SH,HA,CD04296
L,RE,CD04297
SH,RE,CD04298
H,DE,CD04299
VL,HA,CD04300
L,RE,CD04301
H,RE,CD04302
M,RE,CD04303
VL,DE,CD04304
H,RE,CD04305
L,HA,CD04306
VL,DE,CD04307
L,DE,CD04308
L,HA,CD04309
VL,HA,CD04310
VL,HA,CD04311
L,RE,CD04312
M,RE,CD04313
L,DE,CD04314
SH,RE,CD04315
H,RE,CD04316
SH,RE,CD04317
SH,HA,CD04318
H,DE,CD04319
SH,HA,CD04320
L,HA,CD04321
L,HA,CD04322
H,RE,CD04323
H,DE,CD04324
VL,RE,CD04325
VL,HA,CD04326
H,HA,CD04327
VL,RE,CD04328
SH,DE,CD04329
VL,DE,CD04330
H,HA,CD04331
H,DE,CD04332
SH,RE,CD04333
SH,DE,CD04334
L,DE,CD04335
L,RE,CD04336
H,DE,CD04337
SH,DE,CD04338
L,HA,CD04339
H,HA,CD04340
L,RE,CD04341
M,DE,CD04342
SH,DE,CD04343
H,HA,CD04344
H,DE,CD04345
M,RE,CD04346
SH,DE,CD04347
M,DE,CD04348
M,RE,CD04349
L,HA,CD04350
L,DE,CD04351
H,DE,CD04352
L,RE,CD04353
VL,HA,CD04354
VL,RE,CD04355
M,RE,CD04356
H,DE,CD04357
M,DE,CD04358
SH,DE,CD04359
VL,RE,CD04360
SH,RE,CD04361
M,DE,CD04362
H,HA,CD04363
VL,DE,CD04364
H,RE,CD04365
VL,HA,CD04366
L,RE,CD04367
SH,HA,CD04368
L,HA,CD04369
SH,HA,CD04370
VL,RE,CD04371
L,DE,CD04372
VL,HA,CD04373
H,RE,CD04374
H,RE,CD04375
M,RE,CD04376
VL,HA,CD04377
SH,HA,CD04378
VL,HA,CD04379
M,HA,CD04380
SH,HA,CD04381
VL,DE,CD04382
SH,RE,CD04383
L,DE,CD04384
SH,RE,CD04385
L,HA,CD04386
SH,RE,CD04387
SH,HA,CD04388
L,RE,CD04389
M,HA,CD04390
SH,HA,CD04391
H,HA,CD04392
M,RE,CD04393
VL,RE,CD04394
M,HA,CD04395
SH,DE,CD04396
SH,RE,CD04397
SH,DE,CD04398
M,HA,CD04399
M,RE,CD04400
M,RE,CD04401
VL,RE,CD04402
SH,DE,CD04403
H,RE,CD04404
VL,RE,CD04405
H,HA,CD04406
L,HA,CD04407
M,HA,CD04408
H,RE,CD04409
H,HA,CD04410
L,RE,CD04411
L,RE,CD04412
VL,RE,CD04413
M,RE,CD04414
L,HA,CD04415
SH,RE,CD04416
L,HA,CD04417
L,DE,CD04418
H,RE,CD04419
L,DE,CD04420
VL,DE,CD04421
VL,HA,CD04422
L,HA,CD04423
H,HA,CD04424
SH,HA,CD04425
VL,HA,CD04426
M,RE,CD04427
L,RE,CD04428
L,DE,CD04429
H,RE,CD04430
SH,HA,CD04431
M,RE,CD04432
H,RE,CD04433
SH,RE,CD04434
M,DE,CD04435
SH,HA,CD04436
L,DE,CD04437
H,DE,CD04438
L,HA,CD04439
H,RE,CD04440
L,DE,CD04441
L,HA,CD04442
VL,HA,CD04443
H,RE,CD04444
M,RE,CD04445
M,RE,CD04446
M,DE,CD04447
VL,RE,CD04448
M,RE,CD04449
VL,HA,CD04450
M,DE,CD04451
VL,HA,CD04452
VL,HA,CD04453
L,HA,CD04454
SH,HA,CD04455
M,RE,CD04456
H,HA,CD04457
SH,RE,CD04458
L,RE,CD04459
SH,RE,CD04460
L,RE,CD04461
SH,RE,CD04462
VL,DE,CD04463
M,DE,CD04464
L,DE,CD04465
M,RE,CD04466
H,RE,CD04467
M,HA,CD04468
SH,RE,CD04469
L,HA,CD04470
H,RE,CD04471
VL,HA,CD04472
VL,RE,CD04473
H,DE,CD04474
SH,RE,CD04475
VL,RE,CD04476
H,HA,CD04477
VL,RE,CD04478
L,HA,CD04479
VL,HA,CD04480
SH,HA,CD04481
L,RE,CD04482
L,DE,CD04483
H,HA,CD04484
H,HA,CD04485
M,RE,CD04486
M,RE,CD04487
H,HA,CD04488
H,HA,CD04489
M,DE,CD04490
H,RE,CD04491
VL,DE,CD04492
L,RE,CD04493
L,RE,CD04494
SH,RE,CD04495
M,DE,CD04496
M,DE,CD04497
M,DE,CD04498
L,RE,CD04499
M,RE,CD04500
SH,HA,CD04501
L,HA,CD04502
M,DE,CD04503
H,HA,CD04504
VL,HA,CD04505
SH,DE,CD04506
L,HA,CD04507
H,HA,CD04508
VL,RE,CD04509
VL,DE,CD04510
M,DE,CD04511
M,RE,CD04512
H,RE,CD04513
L,RE,CD04514
M,HA,CD04515
SH,DE,CD04516
SH,HA,CD04517
SH,RE,CD04518
H,RE,CD04519
M,HA,CD04520
L,HA,CD04521
SH,HA,CD04522
H,HA,CD04523
M,RE,CD04524
SH,HA,CD04525
H,DE,CD04526
H,RE,CD04527
H,RE,CD04528
SH,RE,CD04529
VL,HA,CD04530
SH,HA,CD04531
L,RE,CD04532
VL,HA,CD04533
SH,HA,CD04534
H,HA,CD04535
VL,DE,CD04536
SH,DE,CD04537
L,HA,CD04538
H,RE,CD04539
VL,DE,CD04540
SH,HA,CD04541
L,HA,CD04542
SH,RE,CD04543
M,RE,CD04544
VL,HA,CD04545
VL,HA,CD04546
L,RE,CD04547
L,HA,CD04548
M,DE,CD04549
SH,HA,CD04550
M,HA,CD04551
H,RE,CD04552
VL,RE,CD04553
H,HA,CD04554
VL,DE,CD04555
L,RE,CD04556
SH,RE,CD04557
VL,DE,CD04558
L,HA,CD04559
L,DE,CD04560
H,DE,CD04561
M,HA,CD04562
M,RE,CD04563
SH,HA,CD04564
L,HA,CD04565
H,HA,CD04566
L,HA,CD04567
VL,DE,CD04568
H,RE,CD04569
VL,RE,CD04570
VL,DE,CD04571
M,RE,CD04572
M,DE,CD04573
H,DE,CD04574
SH,DE,CD04575
VL,RE,CD04576
L,HA,CD04577
SH,RE,CD04578
M,RE,CD04579
H,DE,CD04580
VL,DE,CD04581
VL,RE,CD04582
H,RE,CD04583
H,DE,CD04584
H,RE,CD04585
VL,HA,CD04586
VL,HA,CD04587
M,HA,CD04588
M,RE,CD04589
M,HA,CD04590
VL,RE,CD04591
M,RE,CD04592
H,RE,CD04593
L,DE,CD04594
L,RE,CD04595
VL,DE,CD04596
VL,HA,CD04597
H,DE,CD04598
VL,HA,CD04599
L,DE,CD04600
L,RE,CD04601
SH,DE,CD04602
M,RE,CD04603
H,RE,CD04604
L,HA,CD04605
SH,RE,CD04606
M,DE,CD04607
L,DE,CD04608
M,RE,CD04609
M,DE,CD04610
L,RE,CD04611
VL,RE,CD04612
M,HA,CD04613
M,HA,CD04614
H,HA,CD04615
M,RE,CD04616
H,RE,CD04617
M,RE,CD04618
M,HA,CD04619
SH,HA,CD04620
M,DE,CD04621
L,DE,CD04622
H,RE,CD04623
SH,DE,CD04624
L,DE,CD04625
SH,HA,CD04626
H,HA,CD04627
SH,DE,CD04628
L,HA,CD04629
VL,HA,CD04630
H,DE,CD04631
M,HA,CD04632
H,HA,CD04633
M,DE,CD04634
L,DE,CD04635
M,DE,CD04636
L,RE,CD04637
H,DE,CD04638
M,HA,CD04639
H,RE,CD04640
M,RE,CD04641
H,RE,CD04642
M,DE,CD04643
VL,DE,CD04644
VL,RE,CD04645
L,DE,CD04646
M,RE,CD04647
SH,DE,CD04648
M,HA,CD04649
L,HA,CD04650
M,RE,CD04651
VL,HA,CD04652
VL,DE,CD04653
H,HA,CD04654
M,RE,CD04655
VL,DE,CD04656
M,HA,CD04657
SH,HA,CD04658
SH,DE,CD04659
VL,DE,CD04660
H,RE,CD04661
L,RE,CD04662
VL,HA,CD04663
H,DE,CD04664
VL,DE,CD04665
SH,RE,CD04666
H,HA,CD04667
VL,RE,CD04668
SH,RE,CD04669
VL,RE,CD04670
L,RE,CD04671
VL,HA,CD04672
VL,RE,CD04673
SH,DE,CD04674
SH,RE,CD04675
VL,HA,CD04676
L,DE,CD04677
M,HA,CD04678
VL,HA,CD04679
SH,HA,CD04680
M,HA,CD04681
L,DE,CD04682
VL,RE,CD04683
M,HA,CD04684
SH,RE,CD04685
L,DE,CD04686
SH,RE,CD04687
L,HA,CD04688
L,HA,CD04689
H,HA,CD04690
SH,HA,CD04691
H,HA,CD04692
H,DE,CD04693
SH,DE,CD04694
SH,HA,CD04695
VL,RE,CD04696
M,DE,CD04697
L,HA,CD04698
L,HA,CD04699
H,DE,CD04700
H,RE,CD04701
M,DE,CD04702
H,RE,CD04703
M,HA,CD04704
M,HA,CD04705
M,DE,CD04706
SH,RE,CD04707
VL,HA,CD04708
L,RE,CD04709
SH,DE,CD04710
L,RE,CD04711
SH,DE,CD04712
H,HA,CD04713
SH,RE,CD04714
L,RE,CD04715
VL,DE,CD04716
H,RE,CD04717
VL,HA,CD04718
L,DE,CD04719
M,HA,CD04720
L,DE,CD04721
H,HA,CD04722
M,DE,CD04723
L,DE,CD04724
M,DE,CD04725
SH,RE,CD04726
VL,HA,CD04727
H,HA,CD04728
H,RE,CD04729
M,DE,CD04730
VL,RE,CD04731
SH,RE,CD04732
VL,DE,CD04733
H,DE,CD04734
VL,DE,CD04735
M,RE,CD04736
SH,RE,CD04737
VL,DE,CD04738
L,RE,CD04739
M,HA,CD04740
L,DE,CD04741
H,DE,CD04742
L,HA,CD04743
VL,HA,CD04744
VL,DE,CD04745
SH,DE,CD04746
M,HA,CD04747
M,DE,CD04748
M,HA,CD04749
SH,HA,CD04750
H,DE,CD04751
SH,HA,CD04752
M,DE,CD04753
SH,DE,CD04754
H,RE,CD04755
L,RE,CD04756
L,DE,CD04757
VL,HA,CD04758
H,RE,CD04759
H,RE,CD04760
SH,RE,CD04761
L,RE,CD04762
SH,HA,CD04763
SH,DE,CD04764
H,RE,CD04765
SH,HA,CD04766
SH,HA,CD04767
VL,RE,CD04768
VL,RE,CD04769
SH,HA,CD04770
L,DE,CD04771
M,DE,CD04772
M,DE,CD04773
SH,DE,CD04774
SH,DE,CD04775
H,RE,CD04776
M,DE,CD04777
M,RE,CD04778
M,RE,CD04779
VL,HA,CD04780
L,DE,CD04781
M,DE,CD04782
L,HA,CD04783
M,HA,CD04784
SH,DE,CD04785
VL,HA,CD04786
SH,RE,CD04787
M,HA,CD04788
SH,HA,CD04789
L,HA,CD04790
SH,DE,CD04791
M,DE,CD04792
M,HA,CD04793
VL,DE,CD04794
H,RE,CD04795
H,RE,CD04796
L,RE,CD04797
H,HA,CD04798
M,RE,CD04799
M,DE,CD04800
H,RE,CD04801
M,HA,CD04802
M,RE,CD04803
L,HA,CD04804
VL,DE,CD04805
VL,RE,CD04806
M,RE,CD04807
VL,RE,CD04808
M,RE,CD04809
H,HA,CD04810
SH,DE,CD04811
H,DE,CD04812
L,RE,CD04813
M,RE,CD04814
H,DE,CD04815
SH,DE,CD04816
H,DE,CD04817
L,DE,CD04818
VL,RE,CD04819
H,DE,CD04820
M,HA,CD04821
SH,RE,CD04822
SH,HA,CD04823
VL,RE,CD04824
SH,HA,CD04825
H,RE,CD04826
L,RE,CD04827
SH,HA,CD04828
H,RE,CD04829
SH,RE,CD04830
VL,DE,CD04831
VL,RE,CD04832
H,DE,CD04833
SH,RE,CD04834
H,RE,CD04835
SH,RE,CD04836
M,RE,CD04837
H,RE,CD04838
L,HA,CD04839
L,DE,CD04840
VL,DE,CD04841
VL,RE,CD04842
SH,RE,CD04843
M,RE,CD04844
H,RE,CD04845
VL,RE,CD04846
VL,DE,CD04847
M,RE,CD04848
L,RE,CD04849
VL,RE,CD04850
VL,HA,CD04851
H,HA,CD04852
L,HA,CD04853
VL,RE,CD04854
L,DE,CD04855
SH,DE,CD04856
H,DE,CD04857
SH,DE,CD04858
L,HA,CD04859
L,DE,CD04860
L,DE,CD04861
SH,DE,CD04862
M,HA,CD04863
VL,RE,CD04864
SH,HA,CD04865
H,DE,CD04866
L,RE,CD04867
M,DE,CD04868
SH,HA,CD04869
SH,HA,CD04870
H,DE,CD04871
L,RE,CD04872
L,DE,CD04873
H,HA,CD04874
M,HA,CD04875
M,DE,CD04876
H,RE,CD04877
L,DE,CD04878
H,DE,CD04879
VL,DE,CD04880
VL,DE,CD04881
L,HA,CD04882
VL,DE,CD04883
L,RE,CD04884
SH,RE,CD04885
L,DE,CD04886
H,DE,CD04887
VL,HA,CD04888
M,DE,CD04889
VL,DE,CD04890
SH,HA,CD04891
VL,HA,CD04892
M,HA,CD04893
VL,DE,CD04894
M,DE,CD04895
SH,RE,CD04896
VL,HA,CD04897
H,HA,CD04898
L,DE,CD04899
VL,RE,CD04900
SH,RE,CD04901
H,HA,CD04902
M,HA,CD04903
M,DE,CD04904
SH,RE,CD04905
SH,DE,CD04906
H,RE,CD04907
VL,HA,CD04908
H,DE,CD04909
H,RE,CD04910
VL,RE,CD04911
L,RE,CD04912
M,HA,CD04913
M,DE,CD04914
H,DE,CD04915
SH,HA,CD04916
L,RE,CD04917
VL,HA,CD04918
L,RE,CD04919
M,RE,CD04920
H,HA,CD04921
M,RE,CD04922
VL,HA,CD04923
H,DE,CD04924
H,HA,CD04925
VL,RE,CD04926
SH,DE,CD04927
SH,DE,CD04928
L,HA,CD04929
VL,DE,CD04930
VL,RE,CD04931
M,DE,CD04932
H,DE,CD04933
H,RE,CD04934
VL,HA,CD04935
L,DE,CD04936
SH,DE,CD04937
M,RE,CD04938
VL,RE,CD04939
VL,RE,CD04940
H,RE,CD04941
SH,DE,CD04942
H,HA,CD04943
L,HA,CD04944
M,RE,CD04945
SH,RE,CD04946
SH,HA,CD04947
SH,HA,CD04948
M,DE,CD04949
L,RE,CD04950
H,RE,CD04951
H,DE,CD04952
VL,RE,CD04953
H,RE,CD04954
L,HA,CD04955
L,DE,CD04956
L,DE,CD04957
VL,RE,CD04958
VL,HA,CD04959
H,DE,CD04960
VL,HA,CD04961
SH,HA,CD04962
L,HA,CD04963
M,DE,CD04964
M,RE,CD04965
H,DE,CD04966
SH,RE,CD04967
VL,DE,CD04968
H,RE,CD04969
VL,RE,CD04970
VL,RE,CD04971
L,HA,CD04972
M,RE,CD04973
M,RE,CD04974
L,HA,CD04975
H,RE,CD04976
VL,RE,CD04977
M,HA,CD04978
VL,HA,CD04979
VL,HA,CD04980
L,HA,CD04981
H,DE,CD04982
L,HA,CD04983
H,HA,CD04984
M,RE,CD04985
H,RE,CD04986
VL,RE,CD04987
M,HA,CD04988
H,HA,CD04989
L,RE,CD04990
L,DE,CD04991
H,RE,CD04992
M,DE,CD04993
SH,RE,CD04994
H,HA,CD04995
L,DE,CD04996
VL,DE,CD04997
H,DE,CD04998
H,HA,CD04999
VL,HA,CD05000
H,RE,CD05001
SH,HA,CD05002
M,HA,CD05003
SH,RE,CD05004
SH,DE,CD05005
SH,HA,CD05006
M,HA,CD05007
M,HA,CD05008
SH,HA,CD05009
SH,RE,CD05010
H,DE,CD05011
M,RE,CD05012
M,HA,CD05013
H,DE,CD05014
H,DE,CD05015
H,RE,CD05016
VL,HA,CD05017
M,HA,CD05018
VL,RE,CD05019
VL,DE,CD05020
VL,DE,CD05021
H,DE,CD05022
L,HA,CD05023
M,RE,CD05024
VL,DE,CD05025
H,DE,CD05026
SH,DE,CD05027
SH,RE,CD05028
M,RE,CD05029
L,DE,CD05030
M,HA,CD05031
M,RE,CD05032
L,HA,CD05033
L,RE,CD05034
M,HA,CD05035
M,HA,CD05036
SH,RE,CD05037
VL,DE,CD05038
VL,HA,CD05039
VL,RE,CD05040
M,HA,CD05041
VL,RE,CD05042
L,RE,CD05043
SH,DE,CD05044
SH,RE,CD05045
VL,RE,CD05046
SH,HA,CD05047
SH,RE,CD05048
SH,HA,CD05049
SH,RE,CD05050
H,HA,CD05051
L,DE,CD05052
H,DE,CD05053
VL,HA,CD05054
H,RE,CD05055
M,DE,CD05056
M,HA,CD05057
VL,DE,CD05058
L,HA,CD05059
L,HA,CD05060
M,RE,CD05061
SH,RE,CD05062
SH,RE,CD05063
L,HA,CD05064
M,RE,CD05065
VL,HA,CD05066
H,HA,CD05067
VL,HA,CD05068
VL,RE,CD05069
H,RE,CD05070
SH,RE,CD05071
SH,HA,CD05072
VL,HA,CD05073
M,HA,CD05074
M,DE,CD05075
M,RE,CD05076
H,HA,CD05077
M,RE,CD05078
H,DE,CD05079
H,DE,CD05080
VL,HA,CD05081
VL,RE,CD05082
H,HA,CD05083
M,HA,CD05084
L,HA,CD05085
M,RE,CD05086
VL,DE,CD05087
H,DE,CD05088
SH,RE,CD05089
H,DE,CD05090
VL,DE,CD05091
VL,HA,CD05092
VL,DE,CD05093
VL,HA,CD05094
H,RE,CD05095
H,RE,CD05096
SH,DE,CD05097
H,HA,CD05098
H,DE,CD05099
M,HA,CD05100
SH,RE,CD05101
H,RE,CD05102
L,HA,CD05103
M,DE,CD05104
M,RE,CD05105
VL,HA,CD05106
SH,RE,CD05107
H,DE,CD05108
L,HA,CD05109
VL,RE,CD05110
M,HA,CD05111
SH,RE,CD05112
H,DE,CD05113
SH,RE,CD05114
H,HA,CD05115
L,HA,CD05116
SH,RE,CD05117
L,DE,CD05118
M,RE,CD05119
SH,DE,CD05120
VL,HA,CD05121
L,DE,CD05122
L,DE,CD05123
M,RE,CD05124
H,HA,CD05125
H,HA,CD05126
H,DE,CD05127
SH,RE,CD05128
H,RE,CD05129
L,HA,CD05130
SH,RE,CD05131
L,RE,CD05132
L,DE,CD05133
SH,RE,CD05134
L,HA,CD05135
M,DE,CD05136
M,HA,CD05137
L,HA,CD05138
M,DE,CD05139
SH,RE,CD05140
L,RE,CD05141
L,HA,CD05142
VL,DE,CD05143
VL,HA,CD05144
H,DE,CD05145
M,HA,CD05146
M,RE,CD05147
VL,RE,CD05148
L,DE,CD05149
VL,RE,CD05150
H,DE,CD05151
M,HA,CD05152
VL,HA,CD05153
H,DE,CD05154
M,HA,CD05155
L,DE,CD05156
H,DE,CD05157
M,HA,CD05158
L,DE,CD05159
SH,RE,CD05160
L,RE,CD05161
VL,RE,CD05162
M,DE,CD05163
VL,DE,CD05164
H,DE,CD05165
SH,RE,CD05166
VL,DE,CD05167
SH,HA,CD05168
H,HA,CD05169
H,RE,CD05170
SH,DE,CD05171
M,DE,CD05172
H,DE,CD05173
SH,RE,CD05174
L,HA,CD05175
L,HA,CD05176
H,DE,CD05177
VL,HA,CD05178
VL,HA,CD05179
L,DE,CD05180
VL,RE,CD05181
SH,RE,CD05182
L,RE,CD05183
H,RE,CD05184
L,DE,CD05185
L,HA,CD05186
H,RE,CD05187
H,HA,CD05188
H,RE,CD05189
VL,DE,CD05190
M,RE,CD05191
VL,HA,CD05192
M,HA,CD05193
VL,DE,CD05194
H,HA,CD05195
L,RE,CD05196
M,DE,CD05197
VL,DE,CD05198
SH,HA,CD05199
M,HA,CD05200
M,RE,CD05201
SH,HA,CD05202
M,DE,CD05203
VL,RE,CD05204
H,DE,CD05205
SH,HA,CD05206
VL,HA,CD05207
VL,HA,CD05208
H,DE,CD05209
M,HA,CD05210
M,DE,CD05211
VL,HA,CD05212
SH,DE,CD05213
H,RE,CD05214
VL,RE,CD05215
M,HA,CD05216
VL,RE,CD05217
L,HA,CD05218
M,RE,CD05219
SH,HA,CD05220
H,RE,CD05221
M,HA,CD05222
H,HA,CD05223
H,DE,CD05224
SH,HA,CD05225
M,HA,CD05226
SH,HA,CD05227
SH,DE,CD05228
SH,DE,CD05229
M,HA,CD05230
M,RE,CD05231
M,HA,CD05232
L,RE,CD05233
SH,DE,CD05234
H,HA,CD05235
SH,DE,CD05236
M,HA,CD05237
SH,DE,CD05238
M,DE,CD05239
H,HA,CD05240
H,HA,CD05241
M,RE,CD05242
H,RE,CD05243
SH,HA,CD05244
SH,RE,CD05245
H,RE,CD05246
L,HA,CD05247
H,RE,CD05248
VL,RE,CD05249
SH,RE,CD05250
SH,RE,CD05251
VL,DE,CD05252
M,DE,CD05253
H,DE,CD05254
M,HA,CD05255
VL,RE,CD05256
SH,HA,CD05257
H,RE,CD05258
H,DE,CD05259
M,RE,CD05260
M,HA,CD05261
SH,RE,CD05262
L,DE,CD05263
H,HA,CD05264
M,HA,CD05265
SH,DE,CD05266
SH,RE,CD05267
L,RE,CD05268
M,RE,CD05269
H,RE,CD05270
SH,RE,CD05271
L,RE,CD05272
VL,RE,CD05273
SH,HA,CD05274
L,DE,CD05275
VL,DE,CD05276
VL,RE,CD05277
H,RE,CD05278
SH,RE,CD05279
SH,RE,CD05280
H,HA,CD05281
H,DE,CD05282
H,RE,CD05283
H,DE,CD05284
VL,DE,CD05285
VL,HA,CD05286
H,RE,CD05287
L,RE,CD05288
M,RE,CD05289
L,HA,CD05290
M,HA,CD05291
VL,RE,CD05292
L,HA,CD05293
H,RE,CD05294
M,RE,CD05295
VL,RE,CD05296
SH,RE,CD05297
H,RE,CD05298
VL,RE,CD05299
M,HA,CD05300
L,HA,CD05301
L,RE,CD05302
SH,DE,CD05303
L,RE,CD05304
SH,DE,CD05305
SH,RE,CD05306
H,RE,CD05307
H,RE,CD05308
H,HA,CD05309
H,HA,CD05310
H,RE,CD05311
M,RE,CD05312
M,RE,CD05313
VL,DE,CD05314
SH,RE,CD05315
VL,HA,CD05316
VL,HA,CD05317
H,HA,CD05318
H,RE,CD05319
H,DE,CD05320
M,HA,CD05321
VL,HA,CD05322
H,RE,CD05323
L,RE,CD05324
H,HA,CD05325
VL,RE,CD05326
H,HA,CD05327
L,RE,CD05328
M,DE,CD05329
H,RE,CD05330
L,DE,CD05331
L,RE,CD05332
VL,DE,CD05333
SH,HA,CD05334
H,DE,CD05335
M,HA,CD05336
M,HA,CD05337
M,HA,CD05338
SH,RE,CD05339
L,HA,CD05340
VL,DE,CD05341
H,HA,CD05342
H,HA,CD05343
SH,DE,CD05344
M,RE,CD05345
L,RE,CD05346
M,DE,CD05347
VL,RE,CD05348
SH,DE,CD05349
H,DE,CD05350
L,DE,CD05351
H,HA,CD05352
L,DE,CD05353
M,HA,CD05354
M,HA,CD05355
SH,RE,CD05356
M,HA,CD05357
L,HA,CD05358
SH,DE,CD05359
H,RE,CD05360
M,RE,CD05361
VL,RE,CD05362
M,RE,CD05363
VL,HA,CD05364
L,DE,CD05365
H,DE,CD05366
L,DE,CD05367
H,HA,CD05368
H,DE,CD05369
M,DE,CD05370
VL,RE,CD05371
M,DE,CD05372
VL,HA,CD05373
SH,RE,CD05374
SH,DE,CD05375
