Power Outage (min),Power Downtime (min),Temperature (C),Current Load (kW),Usage Stats,region_stats,date
29717,92,15,11,14,East,2021-04-30 00:00:00
40942,99,26,22,16,East,2022-09-04 00:00:00
27966,45,31,22,12,East,2024-01-27 00:00:00
17618,91,24,22,12,South,2021-04-25 00:00:00
26465,90,30,11,16,East,2022-10-02 00:00:00
30120,94,15,11,18,West,2022-07-31 00:00:00
41156,110,17,11,18,South,2023-06-15 00:00:00
36008,60,38,11,22,North,2022-12-24 00:00:00
30691,45,28,22,11,South,2023-11-14 00:00:00
20895,15,27,11,12,North,2022-11-22 00:00:00
17279,25,26,22,11,East,2022-01-08 00:00:00
19052,16,16,22,21,East,2024-07-16 00:00:00
44251,6,26,11,11,North,2022-10-07 00:00:00
21395,39,27,22,21,West,2022-08-18 00:00:00
17679,10,27,11,15,West,2020-05-11 00:00:00
29254,10,27,22,15,North,2024-03-23 00:00:00
21285,49,34,11,18,South,2023-07-01 00:00:00
20935,53,26,22,20,South,2023-06-18 00:00:00
24751,88,18,22,12,East,2022-07-13 00:00:00
43941,88,29,11,15,East,2024-09-15 00:00:00
32971,23,25,11,14,South,2020-06-10 00:00:00
22077,22,21,11,11,South,2021-06-05 00:00:00
39461,94,28,11,13,South,2024-10-04 00:00:00
17391,8,21,22,22,North,2023-05-22 00:00:00
42290,83,37,11,16,North,2020-05-13 00:00:00
43363,85,37,11,22,South,2023-06-27 00:00:00
17876,59,23,11,22,West,2023-05-30 00:00:00
37789,69,42,11,19,North,2021-02-15 00:00:00
39504,31,32,11,14,North,2020-01-29 00:00:00
44140,113,16,11,21,East,2022-06-24 00:00:00
28814,114,18,11,20,East,2020-05-29 00:00:00
41128,98,15,11,20,West,2023-02-15 00:00:00
17599,24,36,22,14,North,2024-09-23 00:00:00
41691,45,45,11,15,South,2022-09-12 00:00:00
21108,117,22,11,13,North,2023-08-07 00:00:00
39532,14,25,22,13,East,2020-08-25 00:00:00
20561,17,15,22,22,West,2020-06-29 00:00:00
39699,41,21,22,15,North,2023-10-10 00:00:00
29483,76,35,22,11,South,2022-04-14 00:00:00
24207,113,24,22,12,East,2022-10-27 00:00:00
15234,17,28,22,13,West,2022-03-22 00:00:00
34931,31,29,11,18,North,2023-08-19 00:00:00
22227,76,35,11,18,North,2020-12-02 00:00:00
26980,100,16,22,21,East,2023-01-02 00:00:00
41175,21,34,22,15,East,2022-05-26 00:00:00
26299,33,41,11,13,North,2024-03-26 00:00:00
20460,109,15,22,18,North,2022-10-16 00:00:00
23413,70,45,22,11,West,2021-09-28 00:00:00
42739,54,25,11,22,West,2022-08-15 00:00:00
20213,94,31,11,22,East,2023-12-03 00:00:00
19912,118,23,22,20,North,2021-06-13 00:00:00
37096,87,40,22,17,West,2024-10-20 00:00:00
30329,36,19,11,16,South,2024-02-05 00:00:00
44314,16,43,11,20,West,2021-01-15 00:00:00
24675,41,33,11,20,West,2020-09-13 00:00:00
43811,78,25,11,13,North,2022-01-30 00:00:00
36271,70,27,22,16,North,2023-04-30 00:00:00
19194,106,35,22,21,East,2022-11-26 00:00:00
34668,112,45,22,15,North,2022-05-31 00:00:00
36365,49,40,11,15,North,2021-09-19 00:00:00
37754,74,23,11,19,West,2021-07-13 00:00:00
41241,53,31,22,14,South,2024-08-07 00:00:00
22878,52,41,11,19,East,2023-03-02 00:00:00
42263,70,27,11,17,East,2023-12-03 00:00:00
17200,60,32,22,12,East,2023-08-02 00:00:00
34396,111,33,22,22,West,2022-04-16 00:00:00
22790,29,35,11,12,West,2023-01-03 00:00:00
17018,28,37,11,11,West,2023-05-05 00:00:00
20757,34,20,11,20,West,2021-10-28 00:00:00
21196,53,22,22,17,East,2020-03-02 00:00:00
38854,32,37,11,15,South,2023-08-27 00:00:00
25973,109,21,11,16,South,2024-01-11 00:00:00
25310,26,37,22,19,East,2024-11-30 00:00:00
25044,29,31,22,18,South,2024-02-11 00:00:00
27706,62,18,11,21,North,2022-05-22 00:00:00
15086,37,18,11,21,West,2020-06-29 00:00:00
40951,117,26,11,21,South,2022-04-12 00:00:00
16548,25,38,11,18,East,2022-05-31 00:00:00
40415,73,45,11,22,East,2024-10-06 00:00:00
25014,13,34,11,14,South,2023-05-17 00:00:00
29365,86,18,11,20,North,2024-10-03 00:00:00
32912,22,21,22,15,East,2021-05-25 00:00:00
29620,60,21,11,22,North,2024-11-18 00:00:00
21408,120,38,11,22,West,2020-11-12 00:00:00
32587,19,19,11,12,East,2023-12-17 00:00:00
18841,68,23,11,15,South,2024-08-13 00:00:00
21461,62,27,22,22,West,2024-08-18 00:00:00
32281,15,22,11,15,West,2023-02-10 00:00:00
21655,29,35,11,22,East,2020-08-18 00:00:00
16482,21,29,22,22,North,2024-08-05 00:00:00
15824,68,41,11,16,West,2023-10-10 00:00:00
17277,44,30,22,17,East,2020-08-04 00:00:00
28827,92,33,11,12,East,2024-01-31 00:00:00
17680,40,30,11,12,West,2020-09-24 00:00:00
29574,63,27,11,20,West,2024-07-07 00:00:00
23166,106,24,22,22,East,2021-02-21 00:00:00
42604,68,38,11,15,West,2024-02-19 00:00:00
31186,12,21,11,15,South,2022-02-20 00:00:00
36828,84,39,11,22,North,2022-03-22 00:00:00
35929,33,22,22,15,North,2023-11-05 00:00:00
23947,107,21,11,13,North,2024-07-31 00:00:00
43692,101,41,22,18,North,2022-06-30 00:00:00
29762,20,37,11,11,North,2022-06-29 00:00:00
33746,17,41,22,18,West,2021-02-25 00:00:00
37333,30,20,22,17,West,2024-06-24 00:00:00
21281,53,29,22,20,North,2021-10-03 00:00:00
43771,76,38,22,17,East,2022-09-25 00:00:00
21761,65,25,11,20,East,2022-07-29 00:00:00
39255,56,28,22,22,West,2021-07-25 00:00:00
37718,76,27,22,15,South,2024-12-30 00:00:00
37050,118,35,22,15,West,2022-08-10 00:00:00
42937,86,24,22,18,South,2024-09-25 00:00:00
21637,44,31,22,20,West,2021-01-29 00:00:00
26166,112,23,22,19,West,2020-02-18 00:00:00
42153,63,33,11,17,West,2021-01-05 00:00:00
31748,120,25,22,15,West,2022-08-10 00:00:00
23203,38,17,22,12,West,2023-05-18 00:00:00
15261,53,35,22,20,North,2020-01-22 00:00:00
44592,32,25,11,17,North,2024-03-30 00:00:00
21720,90,21,22,16,North,2022-04-28 00:00:00
20608,66,15,22,18,South,2023-04-09 00:00:00
34171,31,33,22,12,West,2022-12-06 00:00:00
30969,14,20,11,18,North,2023-01-19 00:00:00
15750,44,41,22,21,West,2022-05-21 00:00:00
17852,50,45,22,20,East,2021-02-04 00:00:00
37507,6,32,22,13,East,2023-09-16 00:00:00
26818,117,35,11,17,South,2021-09-22 00:00:00
31598,75,34,11,15,East,2021-08-05 00:00:00
27450,87,25,22,16,North,2020-10-11 00:00:00
18792,39,23,22,16,South,2023-07-19 00:00:00
42708,36,16,22,11,North,2021-02-06 00:00:00
25798,32,20,22,20,East,2021-04-17 00:00:00
33173,61,22,11,14,North,2023-05-26 00:00:00
36712,114,37,22,21,South,2023-05-01 00:00:00
35894,53,19,11,12,South,2021-02-25 00:00:00
37212,56,37,11,19,East,2021-08-04 00:00:00
15287,95,30,22,12,East,2020-12-07 00:00:00
31283,100,36,22,22,West,2020-02-17 00:00:00
39091,92,18,22,16,East,2020-11-02 00:00:00
30305,22,37,22,15,West,2024-07-10 00:00:00
20378,110,26,22,21,West,2024-08-25 00:00:00
38214,74,38,22,17,North,2024-07-04 00:00:00
39494,22,28,22,12,South,2021-09-30 00:00:00
40168,10,18,22,15,West,2020-04-27 00:00:00
29737,6,20,11,15,West,2022-12-11 00:00:00
25479,98,38,11,12,West,2021-06-25 00:00:00
40633,50,25,22,11,North,2024-04-08 00:00:00
43380,76,22,11,20,North,2023-12-08 00:00:00
34710,111,35,11,18,West,2023-01-31 00:00:00
35657,113,35,22,15,North,2023-05-16 00:00:00
37452,34,18,11,20,North,2022-09-02 00:00:00
39268,59,30,22,20,East,2021-10-14 00:00:00
33232,17,24,11,12,West,2021-07-31 00:00:00
19712,99,15,11,14,East,2021-06-09 00:00:00
36287,47,29,11,20,West,2023-12-22 00:00:00
40217,21,41,22,17,West,2023-07-20 00:00:00
27576,53,38,11,18,South,2021-09-26 00:00:00
15693,86,30,22,19,South,2023-05-28 00:00:00
31028,107,18,11,11,West,2022-01-05 00:00:00
34520,102,37,11,20,North,2020-08-10 00:00:00
33705,110,28,22,18,North,2021-05-17 00:00:00
44689,69,38,22,14,West,2024-10-21 00:00:00
33558,33,18,22,22,South,2022-11-14 00:00:00
21841,81,16,11,12,West,2024-04-27 00:00:00
42029,48,24,22,19,West,2020-08-01 00:00:00
29990,9,43,11,19,East,2022-09-22 00:00:00
29906,68,35,22,14,North,2020-05-10 00:00:00
15723,113,32,22,18,North,2020-10-15 00:00:00
39638,111,45,22,14,West,2021-09-28 00:00:00
28121,57,27,22,22,North,2023-04-04 00:00:00
24898,7,24,11,13,North,2023-09-18 00:00:00
15980,15,20,11,11,South,2021-12-13 00:00:00
29803,26,44,11,13,East,2023-12-07 00:00:00
35188,49,41,22,13,West,2021-05-29 00:00:00
26047,62,35,22,22,East,2021-03-22 00:00:00
36828,106,18,22,18,North,2022-02-25 00:00:00
22431,68,32,22,18,West,2024-06-16 00:00:00
30405,27,42,22,13,South,2022-03-10 00:00:00
29047,53,20,22,11,South,2022-05-27 00:00:00
24703,114,33,11,16,North,2024-04-19 00:00:00
41525,59,22,11,21,South,2023-05-31 00:00:00
23322,46,29,22,17,West,2022-12-30 00:00:00
34284,115,43,22,14,East,2022-03-06 00:00:00
32694,65,20,11,21,South,2024-10-17 00:00:00
31218,12,17,11,19,West,2022-11-12 00:00:00
15067,107,42,11,11,South,2022-06-26 00:00:00
16057,29,18,22,11,South,2023-02-09 00:00:00
35203,62,45,11,15,West,2022-08-11 00:00:00
15467,97,39,11,22,North,2020-01-04 00:00:00
39263,64,44,11,11,West,2021-02-14 00:00:00
17035,9,19,22,22,West,2020-12-15 00:00:00
25882,42,43,11,22,North,2022-12-21 00:00:00
28601,48,34,11,22,West,2024-11-15 00:00:00
29879,82,15,22,11,South,2024-11-07 00:00:00
31300,10,23,22,13,North,2022-12-10 00:00:00
22579,62,41,22,18,North,2022-03-29 00:00:00
30744,21,39,22,16,West,2023-01-20 00:00:00
40156,12,16,11,14,West,2022-08-01 00:00:00
16209,81,23,11,18,South,2023-02-04 00:00:00
22312,16,22,22,22,South,2024-12-07 00:00:00
36503,55,33,22,11,South,2024-04-10 00:00:00
37725,24,25,22,20,West,2024-01-03 00:00:00
38399,111,21,11,13,South,2022-03-25 00:00:00
24222,45,29,22,14,South,2021-06-13 00:00:00
22961,21,28,11,14,West,2021-05-13 00:00:00
36316,22,19,22,21,West,2023-03-19 00:00:00
37289,107,34,22,15,North,2020-09-18 00:00:00
39806,6,45,22,20,East,2020-04-27 00:00:00
32533,105,20,22,18,West,2021-09-24 00:00:00
40733,117,45,11,21,South,2022-01-20 00:00:00
32377,22,35,11,13,South,2021-06-23 00:00:00
30518,59,15,22,13,West,2024-03-23 00:00:00
34439,15,34,22,12,East,2022-09-11 00:00:00
32903,64,26,22,15,East,2023-06-28 00:00:00
24424,20,27,11,14,North,2024-02-23 00:00:00
40877,11,34,22,15,West,2021-03-04 00:00:00
39942,24,43,22,14,North,2021-12-13 00:00:00
36291,68,30,11,20,South,2022-09-21 00:00:00
33597,19,40,11,16,North,2021-03-19 00:00:00
22857,64,15,11,18,West,2023-06-29 00:00:00
20703,112,44,22,16,North,2020-05-27 00:00:00
32373,22,38,11,13,North,2024-02-13 00:00:00
42555,59,26,11,13,North,2022-07-08 00:00:00
17154,31,41,11,22,North,2020-08-29 00:00:00
19211,26,45,11,12,North,2021-04-29 00:00:00
17250,6,44,22,15,South,2023-11-14 00:00:00
34734,28,21,11,20,North,2023-10-04 00:00:00
16084,77,45,22,15,South,2020-05-10 00:00:00
17429,44,33,11,18,East,2022-06-06 00:00:00
36325,24,29,22,19,West,2022-03-13 00:00:00
40622,79,27,11,22,East,2020-09-17 00:00:00
31937,86,31,22,16,North,2021-04-06 00:00:00
33384,74,40,22,18,West,2023-04-01 00:00:00
37913,110,17,22,16,West,2020-03-15 00:00:00
28790,59,16,11,22,West,2023-08-06 00:00:00
27796,44,23,22,16,West,2020-10-21 00:00:00
15712,76,24,22,20,East,2022-09-24 00:00:00
32204,69,32,11,12,South,2020-11-03 00:00:00
43704,115,31,11,11,West,2021-06-15 00:00:00
25047,54,44,11,12,East,2021-10-21 00:00:00
28893,92,17,22,16,North,2022-04-16 00:00:00
43953,5,18,22,18,West,2023-06-05 00:00:00
43892,118,24,11,14,East,2022-05-20 00:00:00
30409,28,27,11,21,South,2021-01-08 00:00:00
29538,68,23,22,21,South,2020-04-22 00:00:00
16754,23,23,11,21,East,2023-07-18 00:00:00
42092,103,18,22,14,West,2021-03-30 00:00:00
32967,9,16,22,20,North,2021-05-21 00:00:00
35589,99,18,22,20,East,2022-09-18 00:00:00
25695,20,43,11,12,North,2024-07-17 00:00:00
27298,7,15,22,17,North,2024-12-12 00:00:00
40422,74,41,11,19,North,2023-02-05 00:00:00
42392,100,29,11,13,South,2022-03-20 00:00:00
37046,87,42,11,19,West,2021-12-02 00:00:00
37956,117,40,22,13,South,2024-04-17 00:00:00
38335,75,29,11,12,West,2020-10-18 00:00:00
35446,12,38,11,21,West,2020-02-13 00:00:00
26341,54,32,11,21,North,2023-04-25 00:00:00
17708,84,16,11,21,South,2023-04-16 00:00:00
36222,21,25,11,15,West,2020-06-27 00:00:00
16549,8,31,11,11,West,2021-01-15 00:00:00
40202,64,21,11,17,West,2023-04-06 00:00:00
26319,83,42,22,17,East,2020-09-12 00:00:00
25309,37,18,22,14,South,2021-07-15 00:00:00
33951,57,36,11,20,East,2024-02-18 00:00:00
35907,113,22,22,22,East,2020-02-02 00:00:00
17127,60,34,22,16,East,2024-05-12 00:00:00
23645,21,22,11,16,West,2022-10-09 00:00:00
28931,47,15,11,14,West,2024-12-08 00:00:00
44358,67,30,22,12,North,2021-11-01 00:00:00
17482,70,32,22,15,North,2020-08-28 00:00:00
17276,52,40,22,11,North,2021-08-08 00:00:00
18314,75,35,11,19,West,2023-12-30 00:00:00
32999,31,15,22,22,South,2024-11-14 00:00:00
17944,105,16,11,22,East,2021-06-04 00:00:00
39968,52,21,11,14,East,2023-06-20 00:00:00
37904,103,20,22,13,East,2023-06-15 00:00:00
40960,116,21,22,16,South,2024-10-16 00:00:00
42553,39,26,11,12,West,2023-09-07 00:00:00
36870,115,27,11,20,West,2021-06-11 00:00:00
20031,120,31,22,16,South,2022-07-02 00:00:00
18753,10,34,11,20,West,2023-10-26 00:00:00
41758,84,15,22,14,West,2021-03-18 00:00:00
44695,24,19,11,13,North,2024-09-10 00:00:00
21371,41,43,22,22,North,2020-10-12 00:00:00
35549,82,25,22,12,East,2020-07-14 00:00:00
28795,71,19,11,19,East,2020-08-24 00:00:00
37315,109,39,11,16,West,2023-11-14 00:00:00
33428,19,23,11,22,West,2021-12-21 00:00:00
42706,42,22,11,20,West,2024-10-14 00:00:00
19659,90,16,22,12,South,2021-04-05 00:00:00
36569,117,42,11,22,North,2023-01-16 00:00:00
43256,49,32,11,15,North,2022-10-25 00:00:00
24220,29,36,11,13,South,2020-02-07 00:00:00
25659,93,35,22,18,South,2024-02-13 00:00:00
42957,67,30,11,17,West,2020-05-28 00:00:00
39280,54,34,22,21,East,2021-05-02 00:00:00
43053,94,35,11,20,North,2022-03-08 00:00:00
16771,49,41,22,11,East,2020-07-12 00:00:00
41408,41,40,22,11,North,2022-07-27 00:00:00
18345,105,41,22,14,North,2024-01-04 00:00:00
15666,12,34,11,11,West,2021-05-10 00:00:00
43810,20,36,22,16,West,2020-01-01 00:00:00
24243,96,34,22,20,South,2021-11-12 00:00:00
18691,24,30,11,15,North,2021-11-12 00:00:00
23488,87,41,22,19,South,2023-01-16 00:00:00
28346,118,15,22,22,South,2023-05-01 00:00:00
30783,6,29,22,12,West,2020-03-03 00:00:00
25547,76,26,11,15,North,2023-12-14 00:00:00
27174,64,19,11,16,West,2022-11-09 00:00:00
42454,66,30,11,19,South,2020-11-23 00:00:00
19952,110,19,22,18,South,2024-08-22 00:00:00
38319,90,44,22,22,North,2022-10-26 00:00:00
40777,14,23,11,19,North,2020-07-23 00:00:00
16505,86,44,11,19,West,2023-09-09 00:00:00
34429,33,23,11,17,East,2022-02-05 00:00:00
29205,107,32,11,18,North,2020-10-14 00:00:00
27366,58,24,22,11,North,2021-09-24 00:00:00
30294,51,30,22,19,South,2023-07-22 00:00:00
32844,65,36,22,14,South,2022-10-19 00:00:00
42500,22,17,11,21,North,2021-10-23 00:00:00
37582,62,37,11,16,East,2023-03-12 00:00:00
24533,47,31,11,19,West,2021-11-22 00:00:00
39844,86,33,22,15,East,2022-09-05 00:00:00
29864,43,32,11,21,North,2022-05-08 00:00:00
24087,101,45,11,19,East,2021-07-27 00:00:00
38151,105,37,22,11,South,2022-09-15 00:00:00
27541,37,37,22,16,South,2022-02-26 00:00:00
30705,19,31,22,14,East,2020-12-30 00:00:00
23925,28,39,22,17,South,2020-12-22 00:00:00
44339,91,26,22,11,South,2020-07-17 00:00:00
34877,7,28,11,21,West,2023-01-30 00:00:00
33128,72,17,11,11,West,2024-01-26 00:00:00
29749,73,25,22,22,East,2022-09-30 00:00:00
15209,55,20,11,18,West,2022-03-12 00:00:00
31729,87,31,11,21,North,2023-07-27 00:00:00
36368,111,41,22,18,East,2020-06-13 00:00:00
39114,81,29,11,15,North,2022-01-25 00:00:00
22721,51,24,11,16,South,2023-06-03 00:00:00
28868,105,21,11,15,West,2020-09-07 00:00:00
37397,107,32,11,19,East,2024-06-01 00:00:00
27350,100,25,22,15,North,2023-11-11 00:00:00
26851,8,41,22,19,East,2022-11-02 00:00:00
42136,30,21,22,13,East,2023-12-25 00:00:00
42122,103,32,11,13,East,2020-05-22 00:00:00
40149,58,43,22,16,North,2024-08-23 00:00:00
20882,93,28,22,12,West,2023-07-30 00:00:00
27800,79,21,22,16,West,2021-06-07 00:00:00
37746,81,36,11,14,North,2020-07-07 00:00:00
25066,29,23,22,20,East,2024-02-13 00:00:00
24136,14,24,11,19,South,2022-01-30 00:00:00
30655,28,40,22,19,North,2024-03-05 00:00:00
27076,40,44,22,14,South,2021-05-22 00:00:00
27317,84,38,22,15,North,2022-08-02 00:00:00
39399,30,30,22,21,North,2020-01-21 00:00:00
35158,100,21,11,22,West,2022-09-20 00:00:00
34758,39,28,22,17,West,2024-01-12 00:00:00
35441,18,43,22,21,West,2024-06-02 00:00:00
18987,86,41,22,11,South,2020-09-18 00:00:00
24831,25,17,11,21,North,2020-04-17 00:00:00
24560,52,26,11,21,South,2021-08-17 00:00:00
26154,28,29,22,17,South,2024-04-03 00:00:00
32514,11,31,22,14,East,2022-05-30 00:00:00
41909,64,26,22,16,East,2023-03-13 00:00:00
28226,116,40,11,12,East,2023-10-03 00:00:00
44313,47,21,22,14,East,2020-09-01 00:00:00
35719,66,21,11,12,West,2021-07-09 00:00:00
25839,78,28,11,19,North,2022-01-10 00:00:00
36142,53,31,22,19,South,2020-11-20 00:00:00
32395,66,40,22,21,South,2022-01-07 00:00:00
18476,109,26,22,16,South,2020-06-19 00:00:00
22228,50,16,22,18,West,2024-09-27 00:00:00
16516,118,26,22,13,West,2020-05-28 00:00:00
21776,9,38,22,14,South,2021-10-16 00:00:00
37123,31,26,22,20,South,2020-01-16 00:00:00
25012,5,23,22,19,West,2024-01-31 00:00:00
18310,17,28,11,12,North,2021-06-16 00:00:00
43422,82,19,22,15,South,2021-11-22 00:00:00
42463,103,37,11,11,East,2021-08-31 00:00:00
26593,17,29,22,16,South,2023-12-09 00:00:00
21907,19,15,22,14,North,2022-01-05 00:00:00
15681,116,28,11,11,North,2020-01-29 00:00:00
39626,76,33,22,16,West,2021-11-20 00:00:00
26185,70,16,11,12,West,2024-01-19 00:00:00
41221,22,24,22,18,South,2021-02-01 00:00:00
33683,92,37,11,18,North,2023-02-15 00:00:00
42673,91,38,11,16,East,2023-01-01 00:00:00
39893,99,39,22,15,West,2021-04-03 00:00:00
30211,79,43,22,15,East,2024-11-26 00:00:00
27841,32,27,22,11,West,2020-04-30 00:00:00
42260,5,29,22,11,South,2021-10-12 00:00:00
42465,45,21,11,17,North,2023-11-02 00:00:00
20125,22,41,11,21,North,2024-04-08 00:00:00
41316,54,16,22,17,North,2024-11-25 00:00:00
26535,97,40,22,21,East,2022-12-11 00:00:00
41550,99,16,11,19,North,2020-01-27 00:00:00
40360,118,33,11,12,South,2022-09-04 00:00:00
17107,80,29,11,20,West,2024-08-12 00:00:00
26141,57,45,22,16,East,2021-10-12 00:00:00
17791,22,34,22,15,West,2021-12-12 00:00:00
24047,74,20,22,21,North,2023-09-06 00:00:00
34763,8,31,11,22,South,2022-11-03 00:00:00
37260,101,39,22,13,South,2022-11-02 00:00:00
18659,65,42,11,16,West,2020-09-20 00:00:00
31917,34,25,22,21,North,2023-03-05 00:00:00
26266,84,42,22,19,North,2023-11-20 00:00:00
16990,61,31,11,21,East,2024-03-19 00:00:00
16202,90,16,22,14,East,2020-04-02 00:00:00
40653,9,44,22,22,East,2023-01-25 00:00:00
42071,20,22,22,16,West,2022-09-14 00:00:00
18258,116,28,11,22,West,2023-12-02 00:00:00
40827,87,22,22,19,South,2021-09-19 00:00:00
27810,7,30,22,21,South,2020-09-15 00:00:00
27596,65,41,11,15,South,2021-06-14 00:00:00
16258,113,44,22,19,South,2024-08-02 00:00:00
42817,104,21,11,11,East,2020-12-03 00:00:00
37014,114,41,22,17,East,2022-04-16 00:00:00
31977,67,20,22,20,West,2020-09-06 00:00:00
28894,79,19,11,21,South,2020-11-25 00:00:00
34426,101,37,11,19,North,2021-09-05 00:00:00
18187,85,24,11,11,South,2020-06-12 00:00:00
40977,30,23,11,17,West,2023-05-15 00:00:00
44053,50,24,11,14,West,2022-02-27 00:00:00
42381,97,23,22,22,East,2024-03-07 00:00:00
33565,29,23,11,13,North,2020-01-24 00:00:00
24122,118,34,11,19,North,2023-06-14 00:00:00
19254,33,34,11,19,North,2023-11-16 00:00:00
30722,110,30,11,16,North,2023-05-04 00:00:00
39283,116,33,11,19,West,2022-07-17 00:00:00
30638,93,33,22,21,West,2021-06-11 00:00:00
33472,117,37,22,16,East,2024-05-27 00:00:00
31051,55,20,22,14,North,2024-03-30 00:00:00
21273,26,22,22,17,North,2023-03-07 00:00:00
21566,65,16,22,17,North,2021-02-23 00:00:00
20951,8,29,11,12,West,2022-08-23 00:00:00
17146,103,26,11,11,West,2020-03-22 00:00:00
31649,96,17,11,12,West,2024-07-24 00:00:00
21038,95,22,11,18,West,2020-01-09 00:00:00
36502,68,40,11,12,East,2021-02-16 00:00:00
36414,10,42,11,13,South,2020-07-17 00:00:00
16400,49,40,11,15,North,2020-06-10 00:00:00
37451,18,39,22,20,North,2021-02-04 00:00:00
26082,42,24,11,11,North,2023-06-02 00:00:00
37239,46,35,22,11,South,2022-12-10 00:00:00
20427,43,17,11,19,South,2024-09-17 00:00:00
41677,89,40,22,15,West,2020-03-30 00:00:00
36961,65,36,22,16,West,2024-10-09 00:00:00
42416,20,21,11,13,North,2023-09-24 00:00:00
25743,14,18,22,18,West,2021-12-30 00:00:00
27508,76,35,22,11,East,2024-11-18 00:00:00
21204,86,44,22,13,East,2023-10-14 00:00:00
29333,67,38,22,11,North,2023-12-08 00:00:00
43035,50,27,11,19,South,2021-11-13 00:00:00
32998,30,19,11,21,South,2023-10-28 00:00:00
38551,46,18,11,18,North,2021-11-13 00:00:00
23448,11,17,22,19,South,2023-10-11 00:00:00
43330,5,27,11,13,East,2021-11-19 00:00:00
34717,92,30,22,13,West,2020-05-27 00:00:00
34860,35,21,11,21,South,2021-08-27 00:00:00
26653,98,41,22,22,West,2022-04-11 00:00:00
42688,68,41,11,21,West,2023-09-23 00:00:00
41299,69,28,22,17,North,2023-11-24 00:00:00
22745,30,17,11,22,South,2021-10-16 00:00:00
43092,87,44,11,13,West,2023-07-05 00:00:00
31216,59,39,11,19,West,2023-03-21 00:00:00
34272,60,23,11,12,North,2020-12-18 00:00:00
29106,29,28,22,22,South,2024-04-18 00:00:00
28838,8,30,11,21,East,2020-05-30 00:00:00
34488,40,21,11,17,South,2024-08-09 00:00:00
29348,96,45,11,21,North,2021-04-18 00:00:00
43359,106,33,22,11,South,2023-09-15 00:00:00
44242,62,28,11,21,South,2022-09-21 00:00:00
38403,9,37,11,14,North,2021-03-20 00:00:00
37608,10,20,22,14,West,2024-07-03 00:00:00
17136,17,23,11,18,West,2023-10-17 00:00:00
32999,76,43,22,12,North,2022-12-09 00:00:00
32603,42,39,11,11,South,2024-10-04 00:00:00
16289,55,40,22,16,South,2024-11-29 00:00:00
27786,109,32,11,14,South,2020-08-25 00:00:00
20652,42,24,22,17,East,2022-07-01 00:00:00
24488,37,41,22,19,West,2022-04-02 00:00:00
32444,106,21,11,20,West,2021-02-18 00:00:00
32079,29,27,11,11,East,2020-10-14 00:00:00
37211,20,16,22,17,East,2021-10-25 00:00:00
18412,98,31,11,18,West,2020-10-02 00:00:00
34761,32,44,22,19,East,2022-10-22 00:00:00
21617,45,27,11,21,North,2022-09-10 00:00:00
22976,65,42,11,20,North,2024-04-10 00:00:00
22280,9,15,11,17,West,2024-07-25 00:00:00
39402,115,15,11,13,North,2021-08-29 00:00:00
28540,27,34,11,17,West,2023-10-12 00:00:00
25731,83,40,11,19,South,2021-12-28 00:00:00
42530,30,37,22,13,South,2023-01-11 00:00:00
44430,75,43,11,13,East,2023-07-09 00:00:00
22076,107,44,22,20,South,2020-11-16 00:00:00
44607,71,30,11,20,North,2022-06-05 00:00:00
19845,64,22,22,17,North,2023-09-29 00:00:00
40071,38,29,22,20,West,2023-09-07 00:00:00
28098,24,22,22,17,West,2020-12-02 00:00:00
43553,10,20,11,13,North,2020-07-18 00:00:00
17150,62,26,22,16,North,2022-12-31 00:00:00
37478,38,35,11,17,South,2020-10-09 00:00:00
21781,50,36,11,18,North,2020-07-30 00:00:00
43583,75,41,11,15,West,2020-06-20 00:00:00
35368,17,21,11,22,South,2020-01-03 00:00:00
33733,8,16,22,16,South,2022-06-10 00:00:00
25499,106,33,11,17,North,2020-08-23 00:00:00
34881,40,17,11,16,West,2024-04-16 00:00:00
41422,94,35,22,16,North,2022-08-06 00:00:00
36184,114,33,11,17,North,2022-12-31 00:00:00
17761,88,34,11,21,North,2024-07-04 00:00:00
15254,65,21,11,11,West,2022-01-03 00:00:00
44362,99,40,11,21,North,2024-03-10 00:00:00
41968,68,26,11,16,East,2024-11-24 00:00:00
41993,63,19,11,17,West,2021-02-25 00:00:00
24190,83,15,22,15,South,2023-09-07 00:00:00
38676,97,45,22,20,South,2021-01-04 00:00:00
43473,45,35,11,12,East,2020-11-08 00:00:00
40809,114,37,11,12,West,2023-01-20 00:00:00
16481,72,30,22,12,East,2020-04-01 00:00:00
32186,53,41,11,11,North,2021-08-18 00:00:00
19412,38,25,22,21,West,2020-10-12 00:00:00
28079,73,44,22,18,East,2022-12-14 00:00:00
21778,92,43,11,13,West,2020-03-02 00:00:00
38414,41,36,22,12,West,2023-06-01 00:00:00
40682,52,45,22,21,North,2022-07-01 00:00:00
26194,74,20,11,16,West,2021-04-06 00:00:00
38027,96,39,22,13,North,2021-05-09 00:00:00
28568,64,44,22,15,West,2024-10-24 00:00:00
37705,47,39,11,12,East,2021-05-06 00:00:00
30616,13,37,11,17,East,2022-05-07 00:00:00
20693,18,33,22,21,North,2020-12-01 00:00:00
25315,97,34,11,21,North,2020-07-12 00:00:00
44451,29,25,11,18,South,2021-03-17 00:00:00
26469,10,36,22,15,North,2023-04-15 00:00:00
17413,20,41,22,20,West,2022-11-20 00:00:00
